gene_family,study_id,paper_short,organism,n_unique_source_proteins,source_protein_keys,mapped_wp_accessions,representative_protein_names,evidence_metric_examples,mapping_methods,candidate_set,product,module_bin,fox_status,best_rank,consensus_rank_pct_mean,diazotroph_pct_mean,n_member_genomes,n_member_proteins,nif_or_nitrogenase_audit
GF_01815,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0285,WP_009546778.1,Photosystem I assembly protein Ycf3,Two-way ANOVA p value nitrate=0.000392567811848306; Two-way ANOVA p value lightordark=0.670696555833371; Two-way ANOVA p value Interaction=0.00374382339315409; D-_avgLFQ=26.6569232940674; D+_avgLFQ=27.7479734420776; L-_avgLFQ=27.1765260696411; L+_avgLFQ=27.3409976959229; D-_D+(logFC)=-1.0910501480102006; L-_L+(logFC)=-0.16447162628180223,old_locus_tag,,,,,,,,,,
GF_01815,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4810,WP_013324744.1,ref|YP_003889979.1| TPR repeat-containing protein [Cyanothece sp. PCC 7822],CT_D0=1.30630399753267; CT_D3=1.633575768; CT_L0=1.08570880860526; CT_L3=1.09400695341561,old_locus_tag,,,,,,,,,,
GF_01816,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3500,WP_011612932.1,Tery_3500 ndhK NADH dehydrogenase subunit B (EC 1.6.5.3) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=21.36; max=28.79@20h; min=17.52@12h; dynamic_range=11.27,old_locus_tag,Model-Supported,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit K,Respiration & bioenergetics,FOX-consistent support function (plausible rediscovery),68.0,0.6614832535885167,0.4857142857142857,175,175,False
GF_01816,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R5547,WP_012411796.1,nuoB; NADH dehydrogenase (ubiquinone); 2,Log2 Ratio (Heterocyst/Filaments)=1.354573308560558; Variability [%]=6.05913464113988; Peptide Pair Count=4;5 | Log2 Ratio (Heterocyst/Filaments)=1.354573308560558; Variability [%]=6.05913464113988; Peptide Pair Count=4;5,old_locus_tag,Model-Supported,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit K,Respiration & bioenergetics,FOX-consistent support function (plausible rediscovery),68.0,0.6614832535885167,0.4857142857142857,175,175,False
GF_01816,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_5014,WP_013324941.1,ref|YP_003890178.1| NADH-quinone oxidoreductase subunit B [Cyanothece sp. PCC 7822],CT_D0=1.26030173253267; CT_D3=1.263328718; CT_L0=1.28562060460526; CT_L3=1.31034447141561,old_locus_tag,Model-Supported,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit K,Respiration & bioenergetics,FOX-consistent support function (plausible rediscovery),68.0,0.6614832535885167,0.4857142857142857,175,175,False
GF_01818,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_2536,WP_009544773.1,Glucose-6-phosphate 1-dehydrogenase,Two-way ANOVA p value nitrate=1.76939652249486e-10; Two-way ANOVA p value lightordark=8.02601290977956e-05; Two-way ANOVA p value Interaction=0.771875982142307; D-_avgLFQ=30.0550403594971; D+_avgLFQ=28.9702043533325; L-_avgLFQ=29.74373960495; L+_avgLFQ=28.6255650520325; D-_D+(logFC)=1.084836006164597; L-_L+(logFC)=1.1181745529175018,old_locus_tag,Model-Supported,glucose-6-phosphate dehydrogenase,Other / unassigned,FOX-consistent support function (plausible rediscovery),203.0,0.5227272727272727,0.2916666666666667,72,72,False
GF_01818,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4173,WP_013324154.1,ref|YP_003889366.1| glucose-6-phosphate 1-dehydrogenase [Cyanothece sp. PCC 7822],CT_D0=1.31962035853267; CT_D3=1.371292074; CT_L0=1.07409105560526; CT_L3=1.35459203941561,old_locus_tag,Model-Supported,glucose-6-phosphate dehydrogenase,Other / unassigned,FOX-consistent support function (plausible rediscovery),203.0,0.5227272727272727,0.2916666666666667,72,72,False
GF_01819,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0140,WP_011610033.1,Tery_0140 L-threonine synthase (EC 4.2.3.1) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=27.37; max=37.97@12h; min=19.39@6h; dynamic_range=18.58,old_locus_tag,Model-Supported,threonine synthase,Other / unassigned,Novel/uncertain candidate,40.0,0.70414673046252,0.7547169811320755,106,106,False
GF_01827,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R3558,WP_041565495.1,NpR3558; Cobyrinic acid a;c-diamide synt,Log2 Ratio (Heterocyst/Filaments)=1.2312567157888639; Variability [%]=20.6724745599631; Peptide Pair Count=1;1,old_locus_tag,Highly Pure,type 1 glutamine amidotransferase,Other / unassigned,Novel/uncertain candidate,,,0.9852941176470588,68,68,False
GF_01829,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R4366,WP_012410702.1,RpoA; DNA-directed RNA polymerase.,Log2 Ratio (Heterocyst/Filaments)=0.42893195042794874; Variability [%]=4.27399249266896; Peptide Pair Count=3;5 | 24h Log2 Ratio (Het/Fil) (Present study)=0.42893195042794874; Variability [%]=4.27399249266896; Peptide Pair Count=3;5; Steady state Log2 ratio [7]=0.4231524657049669,old_locus_tag,Highly Pure,DNA-directed RNA polymerase subunit alpha,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),,,0.9852941176470588,68,68,False
GF_01830,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F3262,WP_012409683.1,Obg; Small GTP-binding protein domain,Log2 Ratio (Heterocyst/Filaments)=-0.2915163974290348; Variability [%]=25.1676294054313; Peptide Pair Count=1;2,old_locus_tag,Highly Pure,GTPase ObgE,Other / unassigned,Novel/uncertain candidate,,,0.9558823529411764,68,68,False
GF_01834,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2881,WP_011612412.1,Tery_2881 glyceraldehyde-3-phosphate dehydrogenase (NAD+) (EC 1.2.1.12) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=47.69; max=65.01@20h; min=33.08@6h; dynamic_range=31.93,old_locus_tag,Model-Supported,type I glyceraldehyde-3-phosphate dehydrogenase,Other / unassigned,FOX-consistent support function (plausible rediscovery),13.0,0.9629186602870814,0.7520661157024794,121,121,False
GF_01834,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R0031,WP_012406862.1,gapdh; Glyceraldehyde-3-phosphate dehydr,Log2 Ratio (Heterocyst/Filaments)=-0.26407439231401836; Variability [%]=28.1778248664586; Peptide Pair Count=8;7,old_locus_tag,Model-Supported,type I glyceraldehyde-3-phosphate dehydrogenase,Other / unassigned,FOX-consistent support function (plausible rediscovery),13.0,0.9629186602870814,0.7520661157024794,121,121,False
GF_01834,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4423,WP_013324400.1,ref|YP_003889612.1| glyceraldehyde-3-phosphate dehydrogenase [Cyanothece sp. PCC 7822],CT_D0=1.20340935453267; CT_D3=1.360338006; CT_L0=1.30322521760526; CT_L3=1.25262294941561,old_locus_tag,Model-Supported,type I glyceraldehyde-3-phosphate dehydrogenase,Other / unassigned,FOX-consistent support function (plausible rediscovery),13.0,0.9629186602870814,0.7520661157024794,121,121,False
GF_01841,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0664,WP_011610496.1,Tery_0664 aconitase (EC 4.2.1.3) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=43.09; max=50.04@13h; min=36.45@11h; dynamic_range=13.59,old_locus_tag,Model-Supported,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,Other / unassigned,Novel/uncertain candidate,50.0,0.777511961722488,0.6666666666666666,129,129,False
GF_01841,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F1921,WP_012408589.1,acnB; Aconitate hydratase 2,Log2 Ratio (Heterocyst/Filaments)=-1.272626873273304; Variability [%]=1.22779260624611; Peptide Pair Count=4;4,old_locus_tag,Model-Supported,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,Other / unassigned,Novel/uncertain candidate,50.0,0.777511961722488,0.6666666666666666,129,129,False
GF_01842,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4967,WP_011614175.1,Tery_4967 protoporphyrin IX magnesium-chelatase (EC 6.6.1.1) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=2.134; max=4.166@11h; min=0@12h; dynamic_range=4.166,old_locus_tag,Model-Supported,magnesium chelatase ATPase subunit D,Other / unassigned,Novel/uncertain candidate,117.0,0.3712121212121212,0.8846153846153846,78,78,False
GF_01855,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R4994,WP_012411293.1,"gatA Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases, P",Log2 Ratio (Heterocyst/Filaments)=-2.113202547945408; Variability [%]=57.9052345172871; Peptide Pair Count=2;1 | 24h Log2 Ratio (Het/Fil) (Present study)=-2.113202547945408; Variability [%]=57.9052345172871; Peptide Pair Count=2;1; Steady state Log2 ratio [7]=-0.3177387525734014,old_locus_tag,Highly Pure,amidase,Other / unassigned,Novel/uncertain candidate,,,0.9814814814814816,54,54,False
GF_01860,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0082,WP_009543120.1,DUF2164 domain-containing protein,Two-way ANOVA p value nitrate=6.39864242051515e-05; Two-way ANOVA p value lightordark=0.143792800754156; Two-way ANOVA p value Interaction=0.0439805028471956; D-_avgLFQ=24.1856303215027; D+_avgLFQ=23.0886206626892; L-_avgLFQ=24.3873925209045; L+_avgLFQ=21.9671473503113; D-_D+(logFC)=1.0970096588135014; L-_L+(logFC)=2.4202451705931978,old_locus_tag,Model-Supported,hypothetical protein,Stress / membrane / uncharacterized,Novel/uncertain candidate,17.0,0.6582934609250399,0.6616541353383458,133,133,False
GF_01869,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F5122,WP_012411410.1,"GlgP; Phosphorylase, polyglucose phosphorylase.",Log2 Ratio (Heterocyst/Filaments)=-2.61735561993598; Variability [%]=26.9985758285896; Peptide Pair Count=2;2 | Log2 Ratio (Heterocyst/Filaments)=-2.61735561993598; Variability [%]=26.9985758285896; Peptide Pair Count=2;2,old_locus_tag,Highly Pure,alpha-glucan family phosphorylase,Other / unassigned,Novel/uncertain candidate,,,0.9852941176470588,68,68,False
GF_01870,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0454,WP_006616272.1,"Tery_0454 psaC 4Fe-4S ferredoxin, iron-sulfur binding [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=39.23; max=48.86@22h; min=29.06@14h; dynamic_range=19.8,old_locus_tag,,,,,,,,,,
GF_01870,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F5213,WP_012411495.1,"PsaC by Blast, no interpro 4Fe-4S ferredoxin; iron-sulfur binding",Log2 Ratio (Heterocyst/Filaments)=0.9382468288207343; Variability [%]=0.267800419835619; Peptide Pair Count=42;41 | 24h Log2 Ratio (Het/Fil) (Present study)=0.9382468288207343; Variability [%]=0.267800419835619; Peptide Pair Count=42;41; Steady state Log2 ratio [7]=0.8661463063066402,old_locus_tag,,,,,,,,,,
GF_01870,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_0347,WP_013320503.1,ref|YP_003885668.1| photosystem I iron-sulfur protein PsaC [Cyanothece sp. PCC 7822],CT_D0=1.09355922653267; CT_D3=0.825536308; CT_L0=1.41209516560526; CT_L3=1.78840482841561,old_locus_tag,,,,,,,,,,
GF_01882,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3369,WP_011612816.1,"Tery_3369 NADH ubiquinone oxidoreductase, 20 kDa subunit [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=0.8337; max=2.281@6h; min=0@4h; dynamic_range=2.281,old_locus_tag,Highly Pure,hydrogenase,Other / unassigned,Novel/uncertain candidate,,,0.9859154929577464,71,71,False
GF_01882,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_1668,WP_013321765.1,ref|YP_003886933.1| NADH ubiquinone oxidoreductase 20 kDa subunit [Cyanothece sp. PCC 7822],CT_D0=1.34612714853267; CT_D3=2.084813263; CT_L0=1.00882328760526; CT_L3=0.679831828415608,old_locus_tag,Highly Pure,hydrogenase,Other / unassigned,Novel/uncertain candidate,,,0.9859154929577464,71,71,False
GF_01883,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F0277,WP_012407088.1,Fdx; Ferredoxin,Log2 Ratio (Heterocyst/Filaments)=-1.7738496406255293; Variability [%]=49.7361053551515; Peptide Pair Count=1;1 | Log2 Ratio (Heterocyst/Filaments)=-1.7738496406255293; Variability [%]=49.7361053551515; Peptide Pair Count=1;1,old_locus_tag,Highly Pure,2Fe-2S iron-sulfur cluster-binding protein,Metallocluster & Fe-S biogenesis,FOX-consistent support function (plausible rediscovery),,,0.9649122807017544,57,57,False
GF_01889,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R6402,WP_041565776.1,Udk; Phosphoribulokinase.,Log2 Ratio (Heterocyst/Filaments)=-0.13811786900506118; Variability [%]=20.7238025979876; Peptide Pair Count=1;2 | Log2 Ratio (Heterocyst/Filaments)=-0.13811786900506118; Variability [%]=20.7238025979876; Peptide Pair Count=1;2,old_locus_tag,Highly Pure,phosphoribulokinase,Other / unassigned,Novel/uncertain candidate,,,0.9565217391304348,69,69,False
GF_01899,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0477,WP_196797285.1,Tery_0477 rpsJ SSU ribosomal protein S10P [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=32.1; max=44.21@4h; min=23.31@15h; dynamic_range=20.9,old_locus_tag,Model-Supported,30S ribosomal protein S10,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),537.0,0.0466507177033492,0.2629107981220657,426,426,False
GF_01899,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_4087,WP_007304701.1,30S ribosomal protein S10,Two-way ANOVA p value nitrate=0.0064879534098819; Two-way ANOVA p value lightordark=0.802282733708984; Two-way ANOVA p value Interaction=0.0908102301875088; D-_avgLFQ=28.725691318512; D+_avgLFQ=28.8995089530945; L-_avgLFQ=28.5358023643494; L+_avgLFQ=29.150824546814; D-_D+(logFC)=-0.17381763458250177; L-_L+(logFC)=-0.6150221824645996,old_locus_tag,Model-Supported,30S ribosomal protein S10,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),537.0,0.0466507177033492,0.2629107981220657,426,426,False
GF_01899,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F3885,WP_008232935.1,rpsJ; Ribosomal protein S10; bacterial f,Log2 Ratio (Heterocyst/Filaments)=0.588940873842813; Variability [%]=0.0210096402721908; Peptide Pair Count=7;10 | Log2 Ratio (Heterocyst/Filaments)=0.588940873842813; Variability [%]=0.0210096402721908; Peptide Pair Count=7;10,old_locus_tag,Model-Supported,30S ribosomal protein S10,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),537.0,0.0466507177033492,0.2629107981220657,426,426,False
GF_01899,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_2139,WP_012597472.1,ref|YP_003887394.1| 30S ribosomal protein S10 [Cyanothece sp. PCC 7822],CT_D0=1.30113923553267; CT_D3=1.217810597; CT_L0=1.23479409060526; CT_L3=1.36585160541561,old_locus_tag,Model-Supported,30S ribosomal protein S10,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),537.0,0.0466507177033492,0.2629107981220657,426,426,False
GF_01900,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0513,WP_011610363.1,Tery_0513 psbC photosystem II 44 kDa subunit reaction center protein [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=65.81; max=97.83@12h; min=49.04@23h; dynamic_range=48.8,old_locus_tag,Model-Supported,photosystem II reaction center protein CP43,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),277.0,0.2400318979266348,0.3097345132743362,339,339,False
GF_01900,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0659,WP_009545908.1,Photosystem II CP43 reaction center protein,Two-way ANOVA p value nitrate=0.363979442108256; Two-way ANOVA p value lightordark=0.562747394933107; Two-way ANOVA p value Interaction=0.856605490924226; D-_avgLFQ=30.637779712677; D+_avgLFQ=30.765661239624; L-_avgLFQ=30.7261734008789; L+_avgLFQ=30.812201499939; D-_D+(logFC)=-0.12788152694700017; L-_L+(logFC)=-0.08602809906010123,old_locus_tag,Model-Supported,photosystem II reaction center protein CP43,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),277.0,0.2400318979266348,0.3097345132743362,339,339,False
GF_01900,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_1697,WP_013321792.1,ref|YP_003886960.1| photosystem II 44 kDa subunit reaction center protein [Cyanothece sp. PCC 7822],CT_D0=1.13066101153267; CT_D3=1.2542725; CT_L0=1.19036370160526; CT_L3=1.54429831341561,old_locus_tag,Model-Supported,photosystem II reaction center protein CP43,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),277.0,0.2400318979266348,0.3097345132743362,339,339,False
GF_01904,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4668,WP_011613953.1,Tery_4668 psaB photosystem I core protein PsaB [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=77.32; max=143.1@12h; min=59.74@18h; dynamic_range=83.35,old_locus_tag,Model-Supported,photosystem I core protein PsaB,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),57.0,0.6535087719298246,0.3941605839416058,274,274,False
GF_01904,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0990,WP_009547111.1,Photosystem I P700 chlorophyll a apoprotein A2,Two-way ANOVA p value nitrate=0.018515130490031; Two-way ANOVA p value lightordark=0.00784134942547994; Two-way ANOVA p value Interaction=0.997596850276929; D-_avgLFQ=33.0027923583984; D+_avgLFQ=33.3017749786377; L-_avgLFQ=33.3526487350464; L+_avgLFQ=33.652307510376; D-_D+(logFC)=-0.29898262023930045; L-_L+(logFC)=-0.29965877532959695,old_locus_tag,Model-Supported,photosystem I core protein PsaB,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),57.0,0.6535087719298246,0.3941605839416058,274,274,False
GF_01904,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,3,Npun_F3819;Npun_R0210,WP_012407025.1;WP_012410174.1,"psaB; Photosystem I psaB | psaB; Photosystem I psaB, 11 tm",Log2 Ratio (Heterocyst/Filaments)=0.7862093200829419; Variability [%]=7.69289855736324; Peptide Pair Count=15;16 | Log2 Ratio (Heterocyst/Filaments)=0.6580649671103677; Variability [%]=3.94353328939328; Peptide Pair Count=11;11 | 24h Log2 Ratio (Het/Fil) (Present study)=0.7862093200829419; Variability [%]=7.69289855736324; Peptide Pair Count=15;16; Steady state Log2 ratio [7]=0.1812989320937952,old_locus_tag,Model-Supported,photosystem I core protein PsaB,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),57.0,0.6535087719298246,0.3941605839416058,274,274,False
GF_01904,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4988,WP_013324915.1,ref|YP_003890152.1| photosystem I core protein PsaB [Cyanothece sp. PCC 7822],CT_D0=1.20351335653267; CT_D3=0.97749226; CT_L0=1.64824848860526; CT_L3=1.29034142241561,old_locus_tag,Model-Supported,photosystem I core protein PsaB,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),57.0,0.6535087719298246,0.3941605839416058,274,274,False
GF_01912,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F2474,WP_012409029.1,DdpA; Bacterial extracellular solute-bin,Log2 Ratio (Heterocyst/Filaments)=0.714710502759666; Variability [%]=7.6481192382924; Peptide Pair Count=5;3 | 24h Log2 Ratio (Het/Fil) (Present study)=0.714710502759666; Variability [%]=7.6481192382924; Peptide Pair Count=5;3; Steady state Log2 ratio [7]=0.7888722840450569,old_locus_tag,Highly Pure,ABC transporter substrate-binding protein,Transport,Novel/uncertain candidate,,,0.9777777777777776,45,45,False
GF_01919,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R5070,WP_012411359.1,trpS; Tryptophanyl-tRNA synthetase; clas,Log2 Ratio (Heterocyst/Filaments)=-1.2352822469189744; Variability [%]=19.6463431425974; Peptide Pair Count=1;2 | Log2 Ratio (Heterocyst/Filaments)=-1.2352822469189744; Variability [%]=19.6463431425974; Peptide Pair Count=1;2,old_locus_tag,Model-Supported,tryptophan--tRNA ligase,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),109.0,0.2838915470494417,0.8125,64,64,False
GF_01922,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R0420,WP_012407225.1,nifB nitrogenase cofactor biosynthesis protein Predicted Fe-S oxidoreductases P and T,Log2 Ratio (Heterocyst/Filaments)=3.3629685233065603; Variability [%]=17.3783688793252; Peptide Pair Count=8;11,old_locus_tag,Highly Pure,nitrogenase cofactor biosynthesis protein NifB,Nitrogenase / nif machinery,Rediscovery: core diazotrophy/FOX machinery,,,0.9855072463768116,69,69,True
GF_01924,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3368,WP_011612815.1,Tery_3368 Hydrogen:quinone oxidoreductase [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=4.931; max=8.358@20h; min=2.083@11h; dynamic_range=6.275,old_locus_tag,Highly Pure,nickel-dependent hydrogenase large subunit,Other / unassigned,Novel/uncertain candidate,,,1.0,46,46,False
GF_01924,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_1669,WP_013321766.1,ref|YP_003886934.1| nickel-dependent hydrogenase large subunit [Cyanothece sp. PCC 7822],CT_D0=1.38880962253267; CT_D3=1.568425282; CT_L0=1.17773464960526; CT_L3=0.984625972415608,old_locus_tag,Highly Pure,nickel-dependent hydrogenase large subunit,Other / unassigned,Novel/uncertain candidate,,,1.0,46,46,False
GF_01926,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2938,WP_011612460.1,Tery_2938 rpoC1 DNA-directed RNA polymerase gamma chain (EC 2.7.7.6) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=27.08; max=35.04@12h; min=18.16@23h; dynamic_range=16.88,old_locus_tag,Model-Supported,DNA-directed RNA polymerase subunit gamma,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),285.0,0.3684210526315789,0.4048582995951417,247,247,False
GF_01926,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3838,WP_009547177.1,DNA-directed RNA polymerase subunit gamma,Two-way ANOVA p value nitrate=0.00232086803943466; Two-way ANOVA p value lightordark=0.0115630508248965; Two-way ANOVA p value Interaction=0.276557312606747; D-_avgLFQ=29.1112275123596; D+_avgLFQ=28.9247784614563; L-_avgLFQ=28.9847626686096; L+_avgLFQ=28.6413145065308; D-_D+(logFC)=0.18644905090330255; L-_L+(logFC)=0.3434481620788006,old_locus_tag,Model-Supported,DNA-directed RNA polymerase subunit gamma,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),285.0,0.3684210526315789,0.4048582995951417,247,247,False
GF_01926,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F4986,WP_012411285.1,"RpoC1; DNA-directed RNA polymerase, gamma subunit.",Log2 Ratio (Heterocyst/Filaments)=0.07750703738488403; Variability [%]=19.5586207676452; Peptide Pair Count=14;17 | 24h Log2 Ratio (Het/Fil) (Present study)=0.07750703738488403; Variability [%]=19.5586207676452; Peptide Pair Count=14;17; Steady state Log2 ratio [7]=-1.0451311833981356,old_locus_tag,Model-Supported,DNA-directed RNA polymerase subunit gamma,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),285.0,0.3684210526315789,0.4048582995951417,247,247,False
GF_01926,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4769,WP_013324712.1,ref|YP_003889947.1| DNA-directed RNA polymerase subunit gamma [Cyanothece sp. PCC 7822],CT_D0=1.35399985053267; CT_D3=1.141758334; CT_L0=1.23166762560526; CT_L3=1.39216971741561,old_locus_tag,Model-Supported,DNA-directed RNA polymerase subunit gamma,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),285.0,0.3684210526315789,0.4048582995951417,247,247,False
GF_01927,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3504,WP_011612936.1,"Tery_3504 psbE cytochrome b559, alpha subunit [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=3.521; max=7.149@13h; min=0@1h; dynamic_range=7.149,old_locus_tag,Model-Supported,cytochrome b559 subunit alpha,Respiration & bioenergetics,FOX-consistent support function (plausible rediscovery),7.0,0.6945773524720893,0.3205128205128205,78,78,False
GF_01928,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2987,WP_011612498.1,Tery_2987 rplQ LSU ribosomal protein L17P [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=15.01; max=19.91@18h; min=10.27@6h; dynamic_range=9.65,old_locus_tag,,,,,,,,,,
